A0229a,COc1ccc2[nH]cc(CN(C)C)c2c1,../../../BulkDock/TARGETS/A71EV2AZ/aligned_files/A0229a/A0229a_ligand.sdf,../../../BulkDock/TARGETS/A71EV2AZ/aligned_files/A0229a/A0229a_apo-desolv.pdb
A0503a,Cc1nc2ccccc2n1CCC(N)=O,../../../BulkDock/TARGETS/A71EV2AZ/aligned_files/A0503a/A0503a_ligand.sdf,../../../BulkDock/TARGETS/A71EV2AZ/aligned_files/A0503a/A0503a_apo-desolv.pdb
A0759a,CC(O)CNCc1ccc2c(c1)OCO2,../../../BulkDock/TARGETS/A71EV2AZ/aligned_files/A0759a/A0759a_ligand.sdf,../../../BulkDock/TARGETS/A71EV2AZ/aligned_files/A0759a/A0759a_apo-desolv.pdb
